last_order_date|distinct_weeks|days_since_last_order|user_recency_score|user_frequency_score
2020-11-03|7|27|3|4
2020-11-27|5|3|5|3
2020-11-28|8|2|5|5
2020-08-23|2|99|1|1
2020-11-08|4|22|3|2
2020-11-30|7|0|5|4
2020-11-17|6|13|4|4
2020-11-22|7|8|4|4
2020-10-29|5|32|2|3
2020-11-28|3|2|5|1
2020-11-29|11|1|5|5
2020-10-05|5|56|1|3
2020-11-28|8|2|5|5
2020-11-03|4|27|3|2
2020-11-23|6|7|4|4
2020-11-12|5|18|3|3
2020-11-29|7|1|5|4
2020-11-23|9|7|4|5
2020-11-26|14|4|5|5
2020-11-26|9|4|5|5
2020-10-25|4|36|2|2
2020-10-18|3|43|2|1
2020-11-01|5|29|2|3
2020-10-19|7|42|2|4
2020-11-28|5|2|5|3
2020-11-06|7|24|3|4
2020-11-26|5|4|5|3
2020-11-14|5|16|3|3
2020-11-22|3|8|4|1
2020-11-27|8|3|5|5
2020-11-22|9|8|4|5
2020-11-30|9|0|5|5
2020-11-19|9|11|4|5
2020-10-19|2|42|2|1
2020-11-15|8|15|3|5
2020-11-14|4|16|3|2
2020-11-02|2|28|3|1
2020-11-22|6|8|4|4
2020-11-17|5|13|4|3
2020-11-27|3|3|5|1
2020-11-25|4|5|5|2
2020-11-22|3|8|4|1
2020-11-20|7|10|4|4
2020-11-06|5|24|3|3
2020-10-03|1|58|1|1
2020-11-28|5|2|5|3
2020-10-28|4|33|2|2
2020-11-30|3|0|5|1
2020-10-13|5|48|2|3
2020-11-25|7|5|5|4
2020-11-27|10|3|5|5
2020-10-21|7|40|2|4
2020-11-14|9|16|3|5
2020-11-30|4|0|5|2
2020-11-02|4|28|3|2
2020-11-28|12|2|5|5
2020-11-30|4|0|5|2
2020-09-07|2|84|1|1
2020-11-14|3|16|3|1
2020-06-28|2|155|1|1
2020-10-07|5|54|1|3
2020-11-13|3|17|3|1
2020-07-07|2|146|1|1
2020-10-27|3|34|2|1
2020-11-29|5|1|5|3
2020-11-15|5|15|3|3
2020-11-27|4|3|5|2
2020-09-08|2|83|1|1
2020-09-27|2|64|1|1
2020-11-24|6|6|4|4
2020-11-27|5|3|5|3
2020-11-23|7|7|4|4
2020-11-03|6|27|3|4
2020-10-19|6|42|2|4
2020-11-15|4|15|3|2
2020-11-11|4|19|3|2
2020-11-27|3|3|5|1
2020-11-23|4|7|4|2
2020-09-10|5|81|1|3
2020-08-19|2|103|1|1
2020-11-15|12|15|3|5
2020-11-09|3|21|3|1
2020-11-10|5|20|3|3
2020-09-13|3|78|1|1
2020-11-20|4|10|4|2
2020-11-17|7|13|4|4
2020-11-20|10|10|4|5
2020-10-27|6|34|2|4
2020-11-02|11|28|3|5
2020-11-20|8|10|4|5
2020-08-26|3|96|1|1
2020-11-23|8|7|4|5
2020-11-15|3|15|3|1
2020-10-08|3|53|1|1
2020-11-21|5|9|4|3
2020-11-22|4|8|4|2
2020-10-25|2|36|2|1
2020-09-16|2|75|1|1
2020-11-14|7|16|3|4
2020-10-29|2|32|2|1
2020-11-14|2|16|3|1
2020-08-31|3|91|1|1
2020-11-15|2|15|3|1
2020-11-29|5|1|5|3
2020-11-14|8|16|3|5
2020-09-19|3|72|1|1
2020-08-15|2|107|1|1
2020-11-06|8|24|3|5
2020-10-31|6|30|2|4
2020-09-28|5|63|1|3
2020-09-19|2|72|1|1
2020-10-16|8|45|2|5
2020-10-06|6|55|1|4
2020-11-28|4|2|5|2
2020-11-29|11|1|5|5
2020-09-14|3|77|1|1
2020-11-29|12|1|5|5
2020-11-06|2|24|3|1
2020-11-28|6|2|5|4
2020-11-28|8|2|5|5
2020-11-16|9|14|3|5
2020-11-10|2|20|3|1
2020-11-30|5|0|5|3
2020-11-09|9|21|3|5
2020-08-05|1|117|1|1
2020-11-21|5|9|4|3
2020-11-29|5|1|5|3
2020-11-30|10|0|5|5
2020-11-12|2|18|3|1
2020-11-29|2|1|5|1
2020-11-29|4|1|5|2
2020-11-22|7|8|4|4
2020-11-29|7|1|5|4
2020-09-12|7|79|1|4
2020-10-28|4|33|2|2
2020-07-15|1|138|1|1
2020-10-11|6|50|2|4
2020-11-14|6|16|3|4
2020-07-18|3|135|1|1
2020-11-22|3|8|4|1
2020-10-31|2|30|2|1
2020-11-21|9|9|4|5
2020-09-05|2|86|1|1
2020-11-18|7|12|4|4
2020-11-28|3|2|5|1
2020-11-14|9|16|3|5
2020-11-30|4|0|5|2
2020-11-18|5|12|4|3
2020-11-05|3|25|3|1
2020-11-23|6|7|4|4
2020-10-11|2|50|2|1
2020-11-20|13|10|4|5
2020-11-23|4|7|4|2
2020-11-22|5|8|4|3
2020-11-06|3|24|3|1
2020-11-22|12|8|4|5
2020-10-27|2|34|2|1
2020-11-29|3|1|5|1
2020-11-26|5|4|5|3
2020-10-19|4|42|2|2
2020-08-09|3|113|1|1
2020-08-31|2|91|1|1
2020-11-06|8|24|3|5
2020-10-08|7|53|1|4
2020-11-20|4|10|4|2
2020-11-10|9|20|3|5
2020-10-18|7|43|2|4
2020-11-15|8|15|3|5
2020-11-01|3|29|2|1
2020-10-22|10|39|2|5
2020-10-20|2|41|2|1
2020-11-30|11|0|5|5
2020-09-23|1|68|1|1
2020-10-31|4|30|2|2
2020-10-23|3|38|2|1
2020-10-04|5|57|1|3
2020-09-29|4|62|1|2
2020-10-05|3|56|1|1
2020-11-29|7|1|5|4
2020-09-13|2|78|1|1
2020-10-02|4|59|1|2
2020-11-14|2|16|3|1
2020-11-15|3|15|3|1
2020-09-29|3|62|1|1
2020-11-17|4|13|4|2
2020-11-22|5|8|4|3
2020-08-31|2|91|1|1
2020-08-10|3|112|1|1
2020-08-18|3|104|1|1
2020-09-28|4|63|1|2
2020-11-22|6|8|4|4
2020-08-18|3|104|1|1
2020-11-30|7|0|5|4
2020-11-19|3|11|4|1
2020-11-29|7|1|5|4
2020-10-24|2|37|2|1
2020-11-14|6|16|3|4
2020-11-15|3|15|3|1
2020-11-03|8|27|3|5
2020-07-28|1|125|1|1
2020-11-29|8|1|5|5
2020-11-25|4|5|5|2
2020-11-27|5|3|5|3
2020-10-10|5|51|2|3
2020-11-28|5|2|5|3
2020-10-29|3|32|2|1
2020-11-07|4|23|3|2
2020-10-08|6|53|1|4
2020-11-02|7|28|3|4
2020-11-29|7|1|5|4
2020-11-25|6|5|5|4
2020-10-30|6|31|2|4
2020-08-28|1|94|1|1
2020-08-12|3|110|1|1
2020-10-08|8|53|1|5
2020-11-29|6|1|5|4
2020-09-03|6|88|1|4
2020-09-01|1|90|1|1
2020-11-14|6|16|3|4
2020-06-30|1|153|1|1
2020-11-16|5|14|3|3
2020-10-31|4|30|2|2
2020-11-10|4|20|3|2
2020-11-19|8|11|4|5
2020-11-28|7|2|5|4
2020-11-12|5|18|3|3
2020-11-12|7|18|3|4
2020-11-28|14|2|5|5
2020-11-11|3|19|3|1
2020-11-23|6|7|4|4
2020-10-03|5|58|1|3
2020-11-12|5|18|3|3
2020-11-21|12|9|4|5
2020-11-30|4|0|5|2
2020-11-10|6|20|3|4
2020-11-24|11|6|4|5
2020-11-28|7|2|5|4
2020-10-19|5|42|2|3
2020-10-01|3|60|1|1
2020-11-13|3|17|3|1
2020-08-20|4|102|1|2
2020-11-27|13|3|5|5
2020-11-25|9|5|5|5
2020-11-25|8|5|5|5
2020-11-14|7|16|3|4
2020-11-03|4|27|3|2
2020-10-11|1|50|2|1
2020-11-17|6|13|4|4
2020-11-30|6|0|5|4
2020-11-14|8|16|3|5
2020-10-27|5|34|2|3
2020-11-22|2|8|4|1
2020-11-29|9|1|5|5
2020-11-26|7|4|5|4
2020-11-21|6|9|4|4
2020-10-14|6|47|2|4
2020-09-04|3|87|1|1
2020-11-25|11|5|5|5
2020-11-17|2|13|4|1
2020-10-29|7|32|2|4
2020-11-06|5|24|3|3
2020-10-28|7|33|2|4
2020-11-06|4|24|3|2
2020-11-03|5|27|3|3
2020-11-28|5|2|5|3
2020-09-15|5|76|1|3
2020-11-24|7|6|4|4
2020-11-02|5|28|3|3
2020-11-18|7|12|4|4
2020-10-29|3|32|2|1
2020-11-29|4|1|5|2
2020-10-10|5|51|2|3
2020-11-15|3|15|3|1
2020-11-27|13|3|5|5
2020-09-11|3|80|1|1
2020-09-27|3|64|1|1
2020-10-07|3|54|1|1
2020-10-21|7|40|2|4
2020-11-27|5|3|5|3
2020-10-20|3|41|2|1
2020-11-02|8|28|3|5
2020-11-14|4|16|3|2
2020-11-26|11|4|5|5
2020-11-24|5|6|4|3
2020-11-25|5|5|5|3
2020-11-24|7|6|4|4
2020-06-13|1|170|1|1
2020-11-30|9|0|5|5
2020-10-05|2|56|1|1
2020-11-17|4|13|4|2
2020-11-25|9|5|5|5
2020-11-16|3|14|3|1
2020-11-25|5|5|5|3
2020-10-20|2|41|2|1
2020-09-21|5|70|1|3
2020-11-06|3|24|3|1
2020-11-21|6|9|4|4
2020-11-27|9|3|5|5
2020-11-28|5|2|5|3
2020-10-25|7|36|2|4
2020-11-22|4|8|4|2
2020-11-03|4|27|3|2
2020-09-12|4|79|1|2
2020-06-28|2|155|1|1
2020-11-20|6|10|4|4
2020-10-25|6|36|2|4
2020-11-23|4|7|4|2
2020-10-30|8|31|2|5
2020-11-26|12|4|5|5
2020-11-15|4|15|3|2
2020-06-18|2|165|1|1
2020-09-21|3|70|1|1
2020-10-06|2|55|1|1
2020-11-16|6|14|3|4
2020-11-28|3|2|5|1
2020-08-06|4|116|1|2
2020-09-27|6|64|1|4
2020-11-04|3|26|3|1
2020-11-26|6|4|5|4
2020-11-10|4|20|3|2
2020-11-22|5|8|4|3
2020-09-30|2|61|1|1
2020-11-14|8|16|3|5
2020-07-19|1|134|1|1
2020-10-21|7|40|2|4
2020-10-19|8|42|2|5
2020-09-23|3|68|1|1
2020-10-12|3|49|2|1
2020-11-12|8|18|3|5
2020-11-09|7|21|3|4
2020-11-29|3|1|5|1
2020-11-13|8|17|3|5
2020-10-06|3|55|1|1
2020-11-28|2|2|5|1
2020-11-09|6|21|3|4
2020-11-15|8|15|3|5
2020-11-29|13|1|5|5
2020-11-29|14|1|5|5
2020-11-30|7|0|5|4
2020-11-26|12|4|5|5
2020-11-21|9|9|4|5
2020-07-18|2|135|1|1
2020-11-23|6|7|4|4
2020-10-09|2|52|2|1
2020-11-24|7|6|4|4
2020-10-08|3|53|1|1
2020-10-10|1|51|2|1
2020-11-19|6|11|4|4
2020-11-24|5|6|4|3
2020-11-09|6|21|3|4
2020-11-15|6|15|3|4
2020-10-23|4|38|2|2
2020-09-13|3|78|1|1
2020-11-08|4|22|3|2
2020-06-16|2|167|1|1
2020-06-14|1|169|1|1
2020-11-11|5|19|3|3
2020-08-10|4|112|1|2
2020-10-25|4|36|2|2
2020-11-25|2|5|5|1
2020-11-23|11|7|4|5
2020-11-10|3|20|3|1
2020-10-26|4|35|2|2
2020-11-17|4|13|4|2
2020-11-27|5|3|5|3
2020-11-26|5|4|5|3
2020-11-03|4|27|3|2
2020-11-28|9|2|5|5
2020-11-02|5|28|3|3
2020-09-12|2|79|1|1
2020-10-01|3|60|1|1
2020-11-03|5|27|3|3
2020-11-17|4|13|4|2
2020-10-26|4|35|2|2
2020-11-23|4|7|4|2
2020-11-10|11|20|3|5
2020-11-17|4|13|4|2
2020-11-26|14|4|5|5
2020-10-20|6|41|2|4
2020-08-10|3|112|1|1
2020-08-14|2|108|1|1
2020-11-30|2|0|5|1
2020-08-01|2|121|1|1
2020-11-21|5|9|4|3
2020-11-22|5|8|4|3
2020-11-24|4|6|4|2
2020-10-19|2|42|2|1
2020-11-22|13|8|4|5
2020-11-04|5|26|3|3
2020-11-30|5|0|5|3
2020-11-30|2|0|5|1
2020-06-27|1|156|1|1
2020-11-26|8|4|5|5
2020-11-26|2|4|5|1
2020-11-14|5|16|3|3
2020-10-26|8|35|2|5
2020-11-14|8|16|3|5
2020-09-25|3|66|1|1
2020-11-27|6|3|5|4
2020-11-27|8|3|5|5
2020-11-12|4|18|3|2
2020-10-10|3|51|2|1
2020-07-11|2|142|1|1
2020-11-14|8|16|3|5
2020-11-16|3|14|3|1
2020-11-17|5|13|4|3
2020-11-27|5|3|5|3
2020-09-27|5|64|1|3
2020-08-28|5|94|1|3
2020-11-27|6|3|5|4
2020-11-24|5|6|4|3
2020-10-19|4|42|2|2
2020-10-14|3|47|2|1
2020-11-28|4|2|5|2
2020-09-25|4|66|1|2
2020-08-21|3|101|1|1
2020-11-06|7|24|3|4
2020-11-10|6|20|3|4
2020-09-26|2|65|1|1
2020-10-23|5|38|2|3
2020-11-15|6|15|3|4
2020-11-09|2|21|3|1
2020-08-08|4|114|1|2
2020-11-25|3|5|5|1
2020-11-23|4|7|4|2
2020-09-10|4|81|1|2
2020-10-12|3|49|2|1
2020-10-28|7|33|2|4
2020-10-31|5|30|2|3
2020-11-09|5|21|3|3
2020-11-26|9|4|5|5
2020-10-05|5|56|1|3
2020-11-12|5|18|3|3
2020-11-30|6|0|5|4
2020-11-28|8|2|5|5
2020-09-18|3|73|1|1
2020-11-09|3|21|3|1
2020-11-30|6|0|5|4
2020-10-30|7|31|2|4
2020-11-30|2|0|5|1
2020-09-26|6|65|1|4
2020-11-23|8|7|4|5
2020-10-19|3|42|2|1
2020-11-28|6|2|5|4
2020-11-16|7|14|3|4
2020-11-14|7|16|3|4
2020-11-08|6|22|3|4
2020-11-29|5|1|5|3
2020-08-05|2|117|1|1
2020-11-28|7|2|5|4
2020-11-30|3|0|5|1
2020-11-25|6|5|5|4
2020-11-13|7|17|3|4
2020-11-23|9|7|4|5
2020-09-01|2|90|1|1
2020-10-05|2|56|1|1
2020-10-24|5|37|2|3
2020-10-10|3|51|2|1
2020-11-10|3|20|3|1
2020-08-24|2|98|1|1
2020-11-13|6|17|3|4
2020-11-06|6|24|3|4
2020-06-26|2|157|1|1
2020-11-29|3|1|5|1
2020-11-14|7|16|3|4
2020-10-31|4|30|2|2
2020-10-21|2|40|2|1
2020-10-30|9|31|2|5
2020-09-17|5|74|1|3
2020-11-12|8|18|3|5
2020-11-27|5|3|5|3
2020-11-30|2|0|5|1
2020-11-30|7|0|5|4
2020-10-11|4|50|2|2
2020-11-22|3|8|4|1
2020-11-04|1|26|3|1
2020-11-15|3|15|3|1
2020-09-25|4|66|1|2
2020-11-25|4|5|5|2
2020-09-04|3|87|1|1
2020-11-07|5|23|3|3
2020-07-25|3|128|1|1
2020-10-12|5|49|2|3
2020-10-28|4|33|2|2
2020-10-28|5|33|2|3
2020-11-30|4|0|5|2
2020-10-30|3|31|2|1
2020-06-12|1|171|1|1
2020-09-30|3|61|1|1
2020-11-06|5|24|3|3
2020-10-06|2|55|1|1
2020-10-07|3|54|1|1
2020-11-21|7|9|4|4
2020-11-27|3|3|5|1
2020-11-29|3|1|5|1
2020-10-05|6|56|1|4
2020-10-11|3|50|2|1
2020-11-08|8|22|3|5
2020-11-19|3|11|4|1
2020-11-11|11|19|3|5
2020-10-29|6|32|2|4
2020-11-29|13|1|5|5
2020-09-22|2|69|1|1
2020-10-29|3|32|2|1
2020-11-29|15|1|5|5
2020-09-27|7|64|1|4
2020-11-10|4|20|3|2
2020-10-21|3|40|2|1
2020-11-10|9|20|3|5
2020-11-21|14|9|4|5
2020-10-19|4|42|2|2
2020-11-05|5|25|3|3
2020-08-28|2|94|1|1
2020-10-11|3|50|2|1
2020-11-12|4|18|3|2
2020-11-23|9|7|4|5
2020-10-25|3|36|2|1
2020-11-28|5|2|5|3
2020-11-27|8|3|5|5
2020-11-30|6|0|5|4
2020-11-17|6|13|4|4
2020-10-18|4|43|2|2
2020-11-25|6|5|5|4
2020-09-28|4|63|1|2
2020-10-05|2|56|1|1
2020-10-11|4|50|2|2
2020-11-13|7|17|3|4
2020-10-18|7|43|2|4
2020-11-28|7|2|5|4
2020-11-14|8|16|3|5
2020-11-23|3|7|4|1
2020-08-01|3|121|1|1
2020-10-10|3|51|2|1
2020-11-21|7|9|4|4
2020-11-13|10|17|3|5
2020-09-23|1|68|1|1
2020-11-23|11|7|4|5
2020-11-21|10|9|4|5
2020-11-03|6|27|3|4
2020-11-22|2|8|4|1
2020-08-25|2|97|1|1
2020-11-20|7|10|4|4
2020-08-25|3|97|1|1
2020-11-27|3|3|5|1
2020-09-24|1|67|1|1
2020-11-30|5|0|5|3
2020-08-29|2|93|1|1
2020-11-21|6|9|4|4
2020-11-14|8|16|3|5
2020-11-20|2|10|4|1
2020-10-06|3|55|1|1
2020-11-21|6|9|4|4
2020-10-28|4|33|2|2
2020-08-26|4|96|1|2
2020-11-02|7|28|3|4
2020-11-24|6|6|4|4
2020-11-21|5|9|4|3
2020-11-22|7|8|4|4
2020-10-01|4|60|1|2
2020-10-31|6|30|2|4
2020-08-25|2|97|1|1
2020-11-02|4|28|3|2
2020-11-23|4|7|4|2
2020-11-22|2|8|4|1
2020-10-26|5|35|2|3
2020-11-15|8|15|3|5
2020-11-25|6|5|5|4
2020-11-19|7|11|4|4
2020-10-19|4|42|2|2
2020-11-14|7|16|3|4
2020-10-29|8|32|2|5
2020-09-13|3|78|1|1
2020-11-17|6|13|4|4
2020-09-28|4|63|1|2
2020-10-30|5|31|2|3
2020-11-16|5|14|3|3
2020-10-11|7|50|2|4
2020-10-03|5|58|1|3
2020-10-04|2|57|1|1
2020-11-22|6|8|4|4
2020-10-06|8|55|1|5
2020-11-21|3|9|4|1
2020-11-19|4|11|4|2
2020-11-17|6|13|4|4
2020-10-03|3|58|1|1
2020-09-21|6|70|1|4
2020-11-10|5|20|3|3
2020-08-31|4|91|1|2
2020-11-25|7|5|5|4
2020-11-30|6|0|5|4
2020-10-28|10|33|2|5
2020-11-26|6|4|5|4
2020-10-19|4|42|2|2
2020-11-26|8|4|5|5
2020-11-10|8|20|3|5
2020-11-21|6|9|4|4
2020-10-28|2|33|2|1
2020-09-28|4|63|1|2
2020-10-20|7|41|2|4
2020-09-08|3|83|1|1
2020-11-10|5|20|3|3
2020-11-23|3|7|4|1
2020-10-17|9|44|2|5
2020-11-23|3|7|4|1
2020-10-10|5|51|2|3
2020-11-14|4|16|3|2
2020-11-16|4|14|3|2
2020-11-28|6|2|5|4
2020-11-07|8|23|3|5
2020-11-14|5|16|3|3
2020-11-29|8|1|5|5
2020-11-29|4|1|5|2
2020-08-05|1|117|1|1
2020-11-13|6|17|3|4
2020-11-30|12|0|5|5
2020-08-20|2|102|1|1
2020-11-25|6|5|5|4
2020-11-23|16|7|4|5
2020-11-23|6|7|4|4
2020-10-12|5|49|2|3
2020-11-29|4|1|5|2
2020-11-17|8|13|4|5
2020-10-29|1|32|2|1
2020-10-23|8|38|2|5
2020-09-17|3|74|1|1
2020-11-17|6|13|4|4
2020-11-28|7|2|5|4
2020-11-28|10|2|5|5
2020-11-28|4|2|5|2
2020-11-29|7|1|5|4
2020-11-30|1|0|5|1
2020-10-20|6|41|2|4
2020-11-11|4|19|3|2
2020-08-29|3|93|1|1
2020-11-29|3|1|5|1
2020-11-12|1|18|3|1
2020-08-13|1|109|1|1
2020-10-01|4|60|1|2
2020-09-03|2|88|1|1
2020-11-26|4|4|5|2
2020-11-28|6|2|5|4
2020-11-23|6|7|4|4
2020-11-03|4|27|3|2
2020-11-26|5|4|5|3
2020-10-10|5|51|2|3
2020-10-11|4|50|2|2
2020-11-02|4|28|3|2
2020-11-27|7|3|5|4
2020-10-12|3|49|2|1
2020-11-06|5|24|3|3
2020-10-30|4|31|2|2
2020-11-12|5|18|3|3
2020-11-18|4|12|4|2
2020-11-29|6|1|5|4
2020-11-27|2|3|5|1
2020-11-27|4|3|5|2
2020-11-17|8|13|4|5
2020-10-13|3|48|2|1
2020-11-26|8|4|5|5
2020-08-31|3|91|1|1
2020-11-22|7|8|4|4
2020-11-06|3|24|3|1
2020-11-23|8|7|4|5
2020-07-05|2|148|1|1
2020-09-15|3|76|1|1
2020-11-25|10|5|5|5
2020-09-02|6|89|1|4
2020-09-30|5|61|1|3
2020-10-13|2|48|2|1
2020-10-20|4|41|2|2
2020-11-14|14|16|3|5
2020-11-14|4|16|3|2
2020-11-30|10|0|5|5
2020-11-02|6|28|3|4
2020-10-26|2|35|2|1
2020-11-30|4|0|5|2
2020-11-04|7|26|3|4
2020-11-29|8|1|5|5
2020-10-18|3|43|2|1
2020-10-22|5|39|2|3
2020-11-25|9|5|5|5
2020-11-24|2|6|4|1
2020-10-08|3|53|1|1
2020-11-23|7|7|4|4
2020-11-17|6|13|4|4
2020-11-09|4|21|3|2
2020-11-21|8|9|4|5
2020-11-15|4|15|3|2
2020-11-22|7|8|4|4
2020-11-11|10|19|3|5
2020-11-26|8|4|5|5
2020-11-20|6|10|4|4
2020-06-22|1|161|1|1
2020-11-22|10|8|4|5
2020-11-20|6|10|4|4
2020-07-02|2|151|1|1
2020-09-30|1|61|1|1
2020-09-07|3|84|1|1
2020-10-28|5|33|2|3
2020-10-16|2|45|2|1
2020-11-28|6|2|5|4
2020-11-05|4|25|3|2
2020-09-19|3|72|1|1
2020-08-08|7|114|1|4
2020-10-27|3|34|2|1
2020-11-29|4|1|5|2
2020-11-21|7|9|4|4
2020-11-17|8|13|4|5
2020-11-30|7|0|5|4
2020-10-21|4|40|2|2
2020-11-15|5|15|3|3
2020-11-10|5|20|3|3
2020-10-21|11|40|2|5
2020-06-22|1|161|1|1
2020-11-22|7|8|4|4
2020-11-27|9|3|5|5
2020-11-17|10|13|4|5
2020-10-14|4|47|2|2
2020-11-22|2|8|4|1
2020-09-26|6|65|1|4
2020-11-23|4|7|4|2
2020-10-05|3|56|1|1
2020-10-10|8|51|2|5
2020-11-21|7|9|4|4
2020-10-23|2|38|2|1
2020-11-16|9|14|3|5
2020-11-22|6|8|4|4
2020-11-07|8|23|3|5
2020-11-11|6|19|3|4
2020-11-03|3|27|3|1
2020-11-15|6|15|3|4
2020-09-26|2|65|1|1
2020-11-30|12|0|5|5
2020-11-14|5|16|3|3
2020-11-20|7|10|4|4
2020-06-14|1|169|1|1
2020-11-29|6|1|5|4
2020-11-25|6|5|5|4
2020-08-14|4|108|1|2
2020-10-22|3|39|2|1
2020-11-20|4|10|4|2
2020-11-15|10|15|3|5
2020-10-17|5|44|2|3
2020-06-29|1|154|1|1
2020-11-29|6|1|5|4
2020-11-25|5|5|5|3
2020-07-19|1|134|1|1
2020-09-14|2|77|1|1
2020-10-19|4|42|2|2
2020-11-26|6|4|5|4
2020-10-29|2|32|2|1
2020-08-09|1|113|1|1
2020-09-15|1|76|1|1
2020-11-28|3|2|5|1
2020-08-28|2|94|1|1
2020-10-26|10|35|2|5
2020-11-22|7|8|4|4
2020-08-25|3|97|1|1
2020-11-24|7|6|4|4
2020-11-26|5|4|5|3
2020-11-29|10|1|5|5
2020-10-29|5|32|2|3
2020-06-15|1|168|1|1
2020-09-10|1|81|1|1
2020-11-28|3|2|5|1
2020-10-16|6|45|2|4
2020-11-09|6|21|3|4
2020-10-31|1|30|2|1
2020-09-13|1|78|1|1
2020-10-21|6|40|2|4
2020-11-13|6|17|3|4
2020-11-15|9|15|3|5
2020-10-16|3|45|2|1
2020-11-26|2|4|5|1
2020-11-02|2|28|3|1
2020-08-28|7|94|1|4
2020-11-08|2|22|3|1
2020-11-21|10|9|4|5
2020-06-12|1|171|1|1
2020-11-30|8|0|5|5
2020-11-13|6|17|3|4
2020-11-03|6|27|3|4
2020-11-29|6|1|5|4
2020-11-17|3|13|4|1
2020-11-17|4|13|4|2
2020-09-27|3|64|1|1
2020-10-04|5|57|1|3
2020-11-18|7|12|4|4
2020-09-26|5|65|1|3
2020-09-01|2|90|1|1
2020-11-27|11|3|5|5
2020-11-28|9|2|5|5
2020-11-06|4|24|3|2
2020-11-28|5|2|5|3
2020-10-21|5|40|2|3
2020-11-24|3|6|4|1
2020-11-02|6|28|3|4
2020-10-11|3|50|2|1
2020-11-29|2|1|5|1
2020-11-09|5|21|3|3
2020-09-30|3|61|1|1
2020-11-15|4|15|3|2
2020-11-25|7|5|5|4
2020-11-26|4|4|5|2
2020-11-04|5|26|3|3
2020-11-25|7|5|5|4
2020-11-12|5|18|3|3
2020-11-15|4|15|3|2
2020-11-25|8|5|5|5
2020-11-06|4|24|3|2
2020-11-14|5|16|3|3
2020-09-20|4|71|1|2
2020-11-26|3|4|5|1
2020-11-09|5|21|3|3
2020-11-26|9|4|5|5
2020-11-17|4|13|4|2
2020-11-18|10|12|4|5
2020-09-20|3|71|1|1
2020-11-27|5|3|5|3
2020-11-28|5|2|5|3
2020-11-23|5|7|4|3
2020-09-09|1|82|1|1
2020-11-08|6|22|3|4
2020-11-10|6|20|3|4
2020-09-11|4|80|1|2
2020-10-04|3|57|1|1
2020-11-28|5|2|5|3
2020-11-02|6|28|3|4
2020-10-24|5|37|2|3
2020-10-15|4|46|2|2
2020-10-25|7|36|2|4
2020-11-13|3|17|3|1
2020-11-09|6|21|3|4
2020-10-31|9|30|2|5
2020-11-26|3|4|5|1
2020-11-17|4|13|4|2
2020-11-22|6|8|4|4
2020-11-03|2|27|3|1
2020-11-25|8|5|5|5
2020-10-24|6|37|2|4
2020-10-03|2|58|1|1
2020-11-29|4|1|5|2
2020-11-30|4|0|5|2
2020-11-21|10|9|4|5
2020-11-23|6|7|4|4
2020-11-29|7|1|5|4
2020-11-27|7|3|5|4
2020-08-09|2|113|1|1
2020-10-25|5|36|2|3
2020-08-02|3|120|1|1
2020-11-23|3|7|4|1
2020-11-24|4|6|4|2
2020-11-14|5|16|3|3
2020-11-29|8|1|5|5
2020-11-15|6|15|3|4
2020-11-20|7|10|4|4
2020-11-28|4|2|5|2
2020-10-29|8|32|2|5
2020-11-11|4|19|3|2
2020-11-12|4|18|3|2
2020-11-13|5|17|3|3
2020-11-27|8|3|5|5
2020-09-21|4|70|1|2
2020-09-15|3|76|1|1
2020-11-03|5|27|3|3
2020-10-28|4|33|2|2
2020-11-25|3|5|5|1
2020-11-25|3|5|5|1
2020-11-26|11|4|5|5
2020-09-05|2|86|1|1
2020-11-23|11|7|4|5
2020-10-28|3|33|2|1
2020-10-28|2|33|2|1
2020-11-30|9|0|5|5
2020-11-09|7|21|3|4
2020-11-29|5|1|5|3
2020-09-08|2|83|1|1
2020-11-27|7|3|5|4
2020-11-02|9|28|3|5
2020-11-23|2|7|4|1
2020-11-11|2|19|3|1
2020-11-12|5|18|3|3
2020-11-03|4|27|3|2
2020-11-20|5|10|4|3
2020-09-09|1|82|1|1
2020-07-04|1|149|1|1
2020-09-11|1|80|1|1
2020-11-29|6|1|5|4
2020-09-03|4|88|1|2
2020-11-13|4|17|3|2
2020-11-17|4|13|4|2
2020-11-22|8|8|4|5
2020-08-15|4|107|1|2
2020-11-22|7|8|4|4
2020-08-18|4|104|1|2
2020-09-30|4|61|1|2
2020-11-11|6|19|3|4
2020-11-23|6|7|4|4
2020-11-29|10|1|5|5
2020-10-11|8|50|2|5
2020-10-21|8|40|2|5
2020-11-25|7|5|5|4
2020-10-16|4|45|2|2
2020-10-23|5|38|2|3
2020-10-28|1|33|2|1
2020-09-30|4|61|1|2
2020-11-20|13|10|4|5
2020-11-15|11|15|3|5
2020-11-30|6|0|5|4
2020-10-16|7|45|2|4
2020-10-28|4|33|2|2
2020-10-18|7|43|2|4
2020-11-10|3|20|3|1
2020-10-16|2|45|2|1
2020-10-08|5|53|1|3
2020-11-15|9|15|3|5
2020-11-11|5|19|3|3
2020-08-08|6|114|1|4
2020-11-09|3|21|3|1
2020-11-30|6|0|5|4
2020-11-13|8|17|3|5
2020-11-28|6|2|5|4
2020-10-11|3|50|2|1
2020-11-29|3|1|5|1
2020-11-03|6|27|3|4
2020-11-14|7|16|3|4
2020-11-27|8|3|5|5
2020-09-27|2|64|1|1
2020-10-08|3|53|1|1
2020-10-25|4|36|2|2
