itemID|brand|feature_1|feature_2|feature_3|feature_4|feature_5|categories|categories_level_2|item_replenishment_rate_nov|categories_replenishment_rate_nov|item_replenishment_rate_dec|categories_replenishment_rate_dec
3762|1366|10|2|537|0|1|[2834]|[34]||0.07353376764861842||0.08079304508088073
9282|504|10|1|441|3|39|[1847, 2708, 2128]|[3616, 2364, 366]|0.0|0.09922539152305832|0.0|0.1068266988166006
14723|1410|4|0|491|0|66|[81]|[686]|0.4|0.12680874619759067|0.5|0.1448214291159081
1319|742|8|0|502|0|84|[3317, 2340]|[336]|0.3333333333333333|0.06200423849144315|0.26666666666666666|0.06989111411664657
25705|157|4|1|453|0|166||||||
10364|1169|10|3|524|0|132|[3867, 2320, 1240, 2594, 2167, 2581, 152, 3924, 3570, 2817, 595, 3914, 3916]|[1666, 1543, 3624, 3914, 3916, 3924, 2231, 3451, 1790]|0.012539184952978056|0.06777131345138532|0.012461059190031152|0.07339689276990208
13090|1037|4|1|467|0|-1|||0.0||0.0|
726|20|10|1|198|0|39|[3639]|[3860]|0.0|0.053146732236848335|0.0|0.06011547943621504
30925|20|10|1|198|0|39|[3639]|[3860]|0.0|0.053146732236848335|0.0|0.06011547943621504
3572|1037|4|1|467|0|-1|||0.0||0.0|
24845|240|4|1|468|0|-1|[3024, 4080]|[4080, 1682]|0.0|0.039988502171741165|0.0|0.044268613000905746
18592|1249|10|1|491|0|39|[1807, 807, 1729, 3625]|[1072, 2346, 600]|0.0|0.08291383033794904|0.0|0.09162254927535542
25656|406|10|2|504|0|17|[3704, 3604, 461, 1093]|[2364, 2917, 1735]|0.0|0.06622947650277851|0.0|0.07184206437701594
27663|239|4|1|462|0|-1|||0.0||0.0|
28603|1411|4|0|21|3|73|[545, 839, 4087, 4088, 4089, 3963]|[4087, 4088, 4089, 3963, 2012]|0.16666666666666666|0.12952938282928278|0.18421052631578946|0.1411978395859811
17060|221|10|2|501|3|45|[277]|[322]|0.0|0.0894298378197546|0.0|0.09778183902768223
28886|1180|4|1|321|3|140|[30, 56, 3268, 4094, 3946]|[2793, 3946, 1682, 1557, 4094]|0.023255813953488372|0.06112562805582781|0.06451612903225806|0.0677361100046856
24868|1058|4|1|487|0|66|||1.0||1.0|
4827|127|10|1|181|0|132|[585, 3966]|[3056, 3966]|0.0|0.09119872469126569|0.0|0.10152286806960292
20526|1090|10|1|511|0|77|[865, 2593]|[2364, 3860]|0.0|0.0732287370100031|0.0|0.0807214821940634
3943|389|4|1|474|0|-1|||0.0||0.0|
23448|1090|10|1|511|0|77|[865, 2593]|[2364, 3860]|0.0|0.0732287370100031|0.0|0.0807214821940634
1825|134|10|2|503|0|85|||0.0||0.0|
28457|127|10|1|181|0|84|[585, 3965]|[3056, 3965]|0.0|0.052391761672228976|0.0|0.0625592984273918
25512|1090|10|1|511|0|77|[865, 2593]|[2364, 3860]|0.0|0.0732287370100031|0.0|0.0807214821940634
2874|406|10|0|503|0|17|[3704, 2833, 1789, 386]|[275, 2364, 965]|0.0|0.09080986552905913|0.0|0.09996604374405037
3346|127|6|1|181|0|17|[585, 3960]|[3056, 3960]|0.0|0.06702578812973446|0.0|0.07587335711050698
28996|1180|10|1|522|3|85|[2790, 2014, 1846, 3239]|[2364, 422, 2231]|0.05263157894736842|0.06983329199058404|0.047619047619047616|0.07620259440724875
13700|361|6|0|200|3|17|[2995, 3654, 997, 3970, 3934]|[3970, 3056, 3189, 857, 3934]|0.1956521739130435|0.09029163186946168|0.16981132075471697|0.10365263542510732
7723|1180|10|2|522|3|17|[2790, 3457, 2014]|[422, 2231]|0.0|0.05809456709429714|0.0|0.06364014913491725
32275|101|6|0|282|0|64|[1910]|[2006]|0.08108108108108109|0.16091702649173595|0.07142857142857142|0.17457674010735721
24675|256|4|1|467|0|-1|[464, 3903, 709]|[3752, 3903]||0.04317742966014909||0.04715695887680184
16717|101|6|0|282|0|64|[1910, 1704, 1473, 1763]|[1763, 2006, 2231]|0.11267605633802817|0.12333135123130616|0.14285714285714285|0.13435332631804134
19512|1144|4|1|312|0|163|||||0.0|
828|319|4|1|514|0|187|[3143, 2451, 1844, 884, 2528]|[252, 519]|0.0|0.09123424198429686|0.0|0.1018741994152077
12973|1144|4|1|312|0|163|[218]|[2006]|0.0|0.16091702649173595|0.3333333333333333|0.17457674010735721
5896|1144|4|1|312|0|163|[218]|[2006]|0.0|0.16091702649173595|0.0|0.17457674010735721
25132|1144|4|1|283|0|44|[236, 3625, 356]|[2346]|0.5|0.072080463810733|0.5|0.07975389307567264
18626|716|4|1|466|0|-1|[1854, 4095]|[686, 4095]||0.06340437309879533||0.07241071455795405
18906|239|4|1|462|0|-1|||0.0||0.0|
28572|319|4|1|514|0|187|[2301, 3143, 2451, 1844, 884, 2528]|[2364, 252, 519]|0.5|0.0919264085839172|0.5|0.10169196126077572
26404|408|4|0|334|0|44|[1711, 2919]|[686]|0.30952380952380953|0.12680874619759067|0.3333333333333333|0.1448214291159081
31409|408|4|0|334|0|44|[1711, 2919]|[686]|0.6|0.12680874619759067|0.6363636363636364|0.1448214291159081
9013|15|4|1|457|0|-1|||0.0||0.0|
5483|783|10|0|505|3|126|[568, 2005, 4096]|[3288, 4096, 3056]|0.0|0.060060448587545334|0.0|0.06988516964898613
18165|73|10|0|421|-1|3|[3901, 3902, 3903, 3910, 3224, 2690]|[2723, 3910, 519, 3901, 3902, 3903]|0.1|0.07030418347630556|0.08888888888888889|0.08043172636351845
22354|1238|10|2|503|0|29|[1392]|[3189]|0.0|0.09144368793907605|0.0|0.10487751374720032
4430|615|4|1|467|0|-1|[2341, 3120]|[1840, 2793]|0.0|0.08853546043561965|0.0|0.0960217806048731
17416|393|4|1|486|3|144|[2464, 2048]|[1072, 1677]|0.0|0.08445391788360508|0.0|0.09353933210002088
20911|393|4|1|486|3|144|[2464, 2048]|[1072, 1677]|0.1111111111111111|0.08445391788360508|0.1|0.09353933210002088
3606|1111|6|1|517|0|105|[3916, 3267]|[2793, 3916]|0.17647058823529413|0.06556173340127834|0.17647058823529413|0.07052201020785565
22150|157|4|0|465|0|-1|[3199, 2739, 3981]|[3981, 1677, 366]|0.06451612903225806|0.056484679582324594|0.05|0.06088750405339218
9580|72|10|1|523|3|84|||0.0||0.0|
23714|72|10|1|523|3|84|[1365, 3072, 1349]|[2723, 519]|0.16666666666666666|0.11322906692408585|0.3333333333333333|0.1265306474706775
8131|1383|10|1|537|0|91|[1356]|[34]|0.5|0.07353376764861842|0.5|0.08079304508088073
13617|615|4|1|467|0|-1|[3120]|[2793]|0.0|0.08257088428314657|0.0|0.09033500391930849
31886|1290|10|2|491|0|156||||||
25165|1280|10|2|282|3|48|||0.0||0.0|
7751|393|4|0|491|3|66|[1711, 2048]|[1677, 686]|0.25|0.09262495798976485|0.25|0.1036237887533473
25313|1136|10|1|503|0|122||||||
18722|157|4|0|469|0|51|[323, 1328]|[336, 1677]|0.0|0.06022270413669109|0.0|0.06615863125371654
24827|1290|4|2|486|0|66|||0.0||0.0|
13076|157|4|1|469|0|51|[407, 323, 1328]|[336, 1677, 366]|0.0|0.060149788571594615|0.0|0.06541864394344803
5540|325|4|0|487|3|89|[394, 3138, 2203, 2460]|[1072, 2346]|0.1388888888888889|0.09127356489800206|0.175|0.10220320444246395
13675|539|10|0|4|3|84|[3066, 390, 1760, 1796, 732, 2822, 17, 1361, 3915, 3914, 1763]|[1763, 519, 2762, 3915, 3914, 1840, 252]|0.07454128440366972|0.11120730365676824|0.08565928777670838|0.12249135515520349
1503|165|4|2|473|0|-1|[1555]|[686]|1.0|0.12680874619759067|1.0|0.1448214291159081
972|898|4|1|531|0|-1|[1800]|[1062]|0.0|0.08938819781502584|0.0|0.09424569769862136
12616|1025|10|0|502|0|-1|[1809, 2995, 3654, 3639]|[3056, 3860, 2364, 3189]|0.0|0.0777027277469568|0.0|0.08709928471401733
27221|150|4|2|474|0|-1|[46, 1313]|[2723]|0.5|0.12470384281055047|0.5|0.1395646985520371
29917|898|4|1|531|0|-1|[1800]|[1062]|0.0|0.08938819781502584|0.0|0.09424569769862136
5396|897|4|1|517|0|78|||0.0||0.0|
27088|1401|10|0|97|1|1|[2473, 1010, 994, 1080]|[1072, 2793, 1677]|0.18181818181818182|0.08382624001678558|0.15384615384615385|0.09247122270645008
15485|393|4|0|487|3|66|[1711, 503, 2048]|[2364, 1677, 686]|0.2|0.09285355258756252|0.3333333333333333|0.10285835415286877
8034|393|4|0|487|3|66|[1711, 503, 2048]|[2364, 1677, 686]|0.2857142857142857|0.09285355258756252|0.26666666666666666|0.10285835415286877
22610|143|10|1|503|0|45|[1091, 2325, 3090]|[275, 965]||0.08955942740200978||0.09928532314011966
13075|772|10|2|505|0|39|[1402, 1053, 3591]|[3288, 875]|0.0|0.09237617254270661|0.0|0.1103203871533445
25149|393|4|1|160|3|44|[3228, 1333, 2048]|[2364, 1677, 686]|0.0|0.09285355258756252|0.09090909090909091|0.10285835415286877
20773|150|4|0|468|0|108|[3024, 3907, 4098, 3956, 3997]|[4098, 3907, 1682, 3956, 3997]|0.0|0.07344824794915525|0.0|0.07754360685757286
5826|143|10|2|503|0|85|||0.3333333333333333||0.3333333333333333|
2831|393|4|0|160|3|44|[3228, 1333, 2048]|[2364, 1677, 686]|0.3684210526315789|0.09285355258756252|0.4387755102040816|0.10285835415286877
5292|147|4|1|490|3|66|[3653, 3625, 3373]|[2346]|0.0|0.072080463810733|0.0|0.07975389307567264
15232|150|10|1|503|0|9|||0.0||0.0|
401|272|4|0|455|0|-1|[2022, 2888]|[1825, 1677]|0.0|0.04474809595209524|0.0|0.04826827400172517
12810|1220|10|2|502|0|178|[3639]|[3860]|0.0|0.053146732236848335|0.0|0.06011547943621504
3077|150|4|0|474|0|-1|[2973, 2907, 2749, 3357]|[3624, 252, 519]|0.010416666666666666|0.08938098213862118|0.008620689655172414|0.0985359158854262
2689|1163|10|0|503|0|17|[146, 1138]|[275, 965]|0.0|0.08955942740200978|0.08333333333333333|0.09928532314011966
30647|389|4|1|469|0|-1|[2225, 3916]|[432, 3916]||0.04011803670480939|0.0|0.04230921031761234
23552|228|10|1|421|0|3||||||
18128|837|10|1|523|3|84|||0.0||0.0|
20184|772|10|0|503|0|184|[146, 3915, 1138, 1229, 3914]|[275, 3914, 3915, 965]|0.2|0.10734807249794588|0.22142857142857142|0.11837505436321427
28007|1111|4|0|491|3|154|[1188, 3680, 785, 3924, 3912]|[3912, 2364, 3924]|0.0|0.10810911100199876|0.0|0.11781461889589573
9542|1410|4|0|444|0|66|[2919]|[686]|0.16666666666666666|0.12680874619759067|0.3333333333333333|0.1448214291159081
20563|322|10|3|536|0|19|||0.0||0.0|
6185|150|4|1|468|0|76|||0.0||0.0|
22416|131|10|1|487|3|127|||0.0||0.0|
21341|847|4|0|491|3|151|[3181, 3540, 3543, 2942, 3390]|[2793, 3540, 2364]|0.08333333333333333|0.08995009441752312|0.08333333333333333|0.0977921483350141
27989|847|4|0|491|3|151|[3181, 3540, 3543, 2942, 3390]|[2793, 3540, 2364]|0.125|0.08995009441752312|0.12307692307692308|0.0977921483350141
14471|359|4|2|462|0|-1|||0.0||0.0|
24170|770|6|1|502|0|124|||0.0||0.0|
31083|643|10|0|124|3|83|[1402, 896, 3054]|[3288, 875]|0.16176470588235295|0.09237617254270661|0.2112676056338028|0.1103203871533445
4971|1383|10|1|537|0|19|[2005, 1000, 4030]|[3056, 4030, 1559]|0.0|0.072573045054441|0.0|0.08184055033823494
665|1297|4|2|517|0|187|[1098, 2366]|[252, 519]||0.09123424198429686||0.1018741994152077
8214|150|4|1|453|0|108|||0.0||0.0|
17443|1008|4|1|470|0|82|||0.0||0.0|
24038|1383|6|1|537|0|122|[2005, 2360, 3194, 1000, 4030]|[3056, 2364, 4030, 1559]|0.0|0.07775746923662022|0.0|0.08671228399165413
5307|249|6|1|500|0|116|[879, 3759]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
11949|393|6|0|439|3|117|[2658, 1920, 1505, 3907]|[1682, 3907, 2109]|0.0|0.10187647374383031|0.0|0.10806173752007564
12900|249|6|0|500|0|116|[879, 3759]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
14722|1349|4|1|491|0|66|||0.0||0.0|
20516|393|6|0|439|3|117|[1920, 3907, 2658]|[1682, 3907, 2109]|0.0|0.10187647374383031|0.0|0.10806173752007564
15413|752|4|1|335|0|132|[3900, 3902, 3910, 3911, 1330]|[3910, 3911, 370, 3900, 3902]|0.0|0.06608582634250158|0.0|0.07379106412367809
7647|249|6|1|500|0|116|[879, 3759]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
26476|153|10|2|503|0|9|||0.0||0.0|
20323|150|4|1|468|0|76||||||
17265|1496|6|0|303|0|45|[3901, 3902, 3910, 1772, 3444, 4025, 4026]|[3910, 1682, 3444, 4025, 4026, 3901, 3902]|0.039473684210526314|0.04811574919071659|0.036585365853658534|0.0558358525670758
343|634|10|2|503|0|186|[1091, 150, 386]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
13285|406|6|1|302|3|45|[3988]|[3988]|0.0|0.05143561010469762|0.0|0.059053768042997536
9146|1111|4|0|487|0|144|[2464, 1051]|[1072, 3624]|0.03571428571428571|0.09807056421627047|0.06451612903225806|0.10825593231755923
30981|1315|10|0|358|3|95|[2629, 3176]|[2920, 2793]|0.1951219512195122|0.09861275372136596|0.22916666666666666|0.10625241744992692
2213|249|6|0|500|0|116|[879, 3759]|[275, 965]||0.08955942740200978||0.09928532314011966
10457|603|10|3|536|3|91|[981, 3916]|[34, 3916]|0.11764705882352941|0.06104317508401427|0.11764705882352941|0.06575103078864176
23936|603|10|3|536|3|91|[1910, 981, 3916]|[34, 3916, 2006]|0.14285714285714285|0.09433445888658816|0.14285714285714285|0.10202626722821358
19739|1371|4|0|514|0|-1|[3066, 2459, 1098, 2526, 660, 3741, 3265]|[1840, 2231, 252, 519]|0.14|0.09021384238205228|0.13008130081300814|0.09904438550517432
13557|417|4|2|272|4|172|[3259, 978]|[2346]|0.08333333333333333|0.072080463810733|0.07142857142857142|0.07975389307567264
545|249|6|1|500|0|17|[879, 491]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
23120|249|6|1|500|0|137|[879, 23]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
5894|249|6|0|500|0|137|[879, 23]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
27501|219|10|1|536|0|156|||0.0||0.0|
24223|322|6|1|536|0|46|[2756]|[34]|0.0|0.07353376764861842|0.0|0.08079304508088073
12578|322|6|1|536|0|46|||0.0||0.0|
25131|322|4|1|536|0|144|||0.0||0.0|
22736|406|6|1|502|0|124|[3916, 983]|[3916, 1735]|0.0|0.0519786354579978|0.0|0.055193253461192845
791|531|6|1|495|0|146||||||
16046|531|6|1|495|0|146|||0.0||0.0|
5055|150|10|1|503|0|9|||0.0||0.0|
1599|249|6|1|500|0|137|[879, 23]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
4893|933|10|1|503|0|45|[3654, 2285, 1083, 2325]|[3056, 275, 2364]|0.3333333333333333|0.0850638784568548|0.6666666666666666|0.09402027155497343
9806|249|6|1|500|0|137|[879, 1857]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
24334|933|10|0|503|0|45|[3654, 2285, 3971, 4031]|[3056, 3971, 2364, 4031]|0.0|0.07179438989025709|0.0|0.09172455513421118
22857|601|10|1|505|3|126|[1402, 2476, 705]|[3288, 875, 2364]|0.0|0.09268769562285702|0.0|0.10732275308620025
16796|249|6|1|500|0|137|[879, 1857, 3916]|[275, 3916, 965]|0.0|0.0758904791078099|0.0|0.08309322092554738
28752|992|10|0|491|0|38|[3901, 3900, 3905, 3903, 3910, 1807]|[3905, 3910, 1072, 3900, 3901, 3903]|0.0|0.06142420177381422|0.0|0.07200028340906678
32543|249|6|1|500|0|137|[879, 1362]|[275, 965]||0.08955942740200978||0.09928532314011966
13315|249|6|1|500|0|137|[3209, 879, 1362]|[275, 965]||0.08955942740200978|0.0|0.09928532314011966
27953|249|6|1|500|0|137|[879, 1362]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
876|1036|4|1|469|0|51|||||0.0|
23959|219|10|1|536|0|156|[3278]|[34]|0.0|0.07353376764861842|0.0|0.08079304508088073
19730|1356|10|0|515|-1|156|[3900, 3901, 3902, 3903, 3910, 3613, 1077]|[3613, 3910, 3860, 3900, 3901, 3902, 3903]|0.0|0.047002078727716924|0.0|0.05548402970834678
27767|406|10|0|503|0|85|[1772, 1571, 3948]|[3948, 1682, 2364]|0.0|0.07732702422186623|0.0|0.08381947105889143
24023|634|4|3|503|0|66|[146, 1138]|[275, 965]|0.2|0.08955942740200978|0.2|0.09928532314011966
1296|46|4|0|432|0|-1|[3548, 1163]|[3330, 959]|0.0|0.10753394496654463|0.0|0.11902015755684997
1950|150|10|1|503|0|45|||0.0||0.0|
19098|9|4|0|421|0|144|[1365, 2198]|[2723, 519]|0.22727272727272727|0.11322906692408585|0.19230769230769232|0.1265306474706775
2233|9|1|0|421|3|78|[2011, 1365, 2964, 3072, 2962]|[1840, 2011, 2723, 519]|0.391304347826087|0.09159940711364672|0.4583333333333333|0.10143596952251183
4287|249|6|1|500|0|137|[879, 1362]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
21026|249|6|1|500|0|137|[879, 1362]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
14349|632|10|1|536|3|1|[3979]|[3979]|0.0|0.18608539868188992|0.0|0.18368450164949823
330|822|4|3|474|0|-1|[2447, 3274, 1358, 1628, 3916]|[3617, 3916, 621, 2231, 600]|0.0|0.061830343852989834|0.0|0.06634431221754414
29962|906|4|0|370|3|89|[508]|[2364]|0.0|0.09331074178315785|0.0|0.10132748495191175
9658|822|4|2|474|0|-1|[2447, 3274, 1358, 1628]|[600, 3617, 621, 2231]|0.0|0.06514978418638476|0.0|0.07025313614782946
26684|822|4|3|474|0|-1|[2090, 1358, 1628]|[600, 3617, 621]|0.0|0.05890409592467211|0.0|0.0634306528971579
16524|280|4|1|491|3|74|[81]|[686]|0.0|0.12680874619759067|0.0|0.1448214291159081
5663|237|4|0|487|3|144|[274, 3745, 1524, 3138, 1980, 505, 438, 91, 1058, 1849]|[2920, 875, 1072, 3288, 2364]|0.2|0.10063687520268552|0.4|0.11375812120968028
25097|249|6|1|500|0|137|[879, 1362]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
688|82|4|1|491|0|66|[781]|[1072]|0.5|0.11046666598527113|0.42857142857142855|0.12465251580925525
15345|46|4|0|432|0|-1|[3548, 1163]|[3330, 959]|0.0|0.10753394496654463|0.0|0.11902015755684997
4177|786|10|1|507|0|9|||1.0||1.0|
2754|150|4|1|468|0|76|||0.0||0.0|
4667|632|10|1|536|3|156|[1629, 3979]|[34, 3979]|0.0|0.12980958316525418|0.0|0.13223877336518947
5908|150|10|1|492|0|121|||0.0||0.3333333333333333|
5275|169|10|0|505|3|126|[1402, 2889, 65, 1387]|[3288, 875, 2364]|0.0|0.09268769562285702|0.1111111111111111|0.10732275308620025
25543|169|10|0|505|3|126|[1402, 2889, 1387]|[3288, 875, 2364]|0.0|0.09268769562285702|0.06666666666666667|0.10732275308620025
21805|822|4|1|474|0|-1|[2447, 3274]|[3617, 2231]|0.0|0.07012671817041313|0.0|0.07479818026120677
16113|249|6|0|500|0|137|[879, 1190]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
19006|430|10|0|400|0|156|[3450]|[1559]|0.46153846153846156|0.071736496432399|0.4|0.08137159562858011
29568|453|4|3|457|0|-1|[2927, 1862, 3800]|[3616, 2364, 2006]|0.16|0.13286308120650306|0.16|0.14370605574474934
11837|258|6|0|503|3|17|[1350]|[686]|0.11764705882352941|0.12680874619759067|0.1111111111111111|0.1448214291159081
29920|322|6|1|536|0|46|||0.0||0.0|
19372|829|4|0|109|3|81|[3138]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
20718|393|4|3|486|3|144|[547, 211, 2048]|[1072, 2364, 1677]|0.0625|0.08740619251678934|0.0625|0.09613538305065117
22979|393|4|3|486|3|144|[547, 211, 2048]|[1072, 2364, 1677]|0.0|0.08740619251678934|0.0|0.09613538305065117
21337|1040|4|1|455|0|166|||0.0||0.0|
27222|117|6|3|358|0|128|[2295]|[2793]|0.0|0.08257088428314657|0.0|0.09033500391930849
12459|392|10|1|505|0|126|[1402, 718]|[3288, 875]|0.0|0.09237617254270661|0.0|0.1103203871533445
4498|1342|4|0|474|0|-1|[1563, 2553]|[2723, 519]|0.25|0.11322906692408585|0.2|0.1265306474706775
4375|19|5|0|474|0|-1|[2011, 1986, 3867, 3002, 2270, 2699, 513, 2635, 1185]|[1559, 1543, 1840, 2231, 2011]|0.0|0.06867285149592225|0.0|0.07488109920117432
10418|45|10|1|503|0|39|[1775, 3090]|[3056, 275]|0.0|0.08094044679370327|0.0|0.09036666485650427
8787|938|4|1|486|3|66|[274]|[2920]||0.11465462315958536|0.0|0.12216983098054533
26002|323|10|0|243|0|132|[1529, 2085, 3587, 1869]|[1480, 1677]|0.05555555555555555|0.06552996434625515|0.03571428571428571|0.06766449359900488
15625|388|10|0|484|0|156|[2470, 2848, 3915]|[1072, 3915]|0.07653061224489796|0.11654058897960248|0.09375|0.12924546146273808
27027|451|4|0|491|0|66|[3775, 3995, 4035]|[3995, 2012, 4035]|0.047619047619047616|0.13965094339602305|0.14285714285714285|0.1512456937398983
29535|322|6|1|536|0|46|||0.0||0.0|
2155|451|4|1|491|0|66|[2256, 3903, 1518, 3042]|[370, 3903]|0.0|0.08464826892289773|0.0|0.09352237612130455
12183|75|4|1|474|0|-1|||0.0||0.0|
24000|451|4|1|491|0|66|||0.0||0.0|
23874|319|4|0|514|0|187|[3066, 2459, 479, 1098, 2526, 2794]|[519, 1840, 252, 2231, 2364]|0.10344827586206896|0.0908332222622734|0.07894736842105263|0.09950100539452181
16273|580|4|1|514|0|187|[2732, 3803, 1383, 2258, 2283]|[432, 252, 519]|0.0|0.0713839916196008|0.0|0.07921926765641242
21686|1047|6|0|489|0|-1|[327, 4028, 3920]|[3920, 4028, 2012]|0.16666666666666666|0.15619406656429483|0.23076923076923078|0.16334497327556727
6171|938|4|1|491|3|66|[274]|[2920]|0.2857142857142857|0.11465462315958536|0.25|0.12216983098054533
16425|1006|4|0|491|3|66|[3653, 3625, 3373]|[2346]|0.047619047619047616|0.072080463810733|0.045454545454545456|0.07975389307567264
26257|221|10|1|503|3|17|[870, 1083]|[275, 965]|0.0|0.08955942740200978|0.0|0.09928532314011966
30476|1338|4|1|119|0|111|[1980]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
30851|1338|4|1|119|0|111|[1980]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
11020|1338|4|1|119|0|111|[1980]|[1072]|0.2|0.11046666598527113|0.18181818181818182|0.12465251580925525
16085|1111|10|0|359|3|132|[2854, 2275, 1650, 3173, 3468]|[3624, 2793, 2364]|0.061068702290076333|0.08718536283785809|0.05660377358490566|0.09450727923236114
7569|27|6|1|484|0|117|[1798]|[2793]||0.08257088428314657|0.0|0.09033500391930849
27033|1248|6|1|536|0|46|[1437]|[34]|0.0|0.07353376764861842|0.0|0.08079304508088073
20271|1111|10|0|358|3|132|[2854, 2275, 1650, 3173, 3468]|[3624, 2793, 2364]|0.2727272727272727|0.08718536283785809|0.25|0.09450727923236114
25075|319|4|0|514|0|187|[479, 1098, 2794]|[2364, 252, 519]|0.12903225806451613|0.0919264085839172|0.16129032258064516|0.10169196126077572
23300|1349|4|1|486|0|144|||0.0||0.0|
9018|319|4|1|514|0|187|[479, 1098, 2794]|[2364, 252, 519]|0.0|0.0919264085839172|0.0|0.10169196126077572
30608|319|4|1|514|0|187|[3066, 2459, 479, 1098, 2794]|[1840, 2364, 252, 519]|0.18181818181818182|0.09256981558496108|0.175|0.10169611026819121
30043|319|10|1|515|0|92|[315, 1176, 732, 17, 1361, 3240, 2207, 115]|[2364, 252, 519]|0.0|0.0919264085839172|0.0|0.10169196126077572
13914|1401|10|1|130|0|56|[2096, 1080]|[3330, 1677]||0.08315280659924107|0.0|0.09117344459231122
26123|1335|10|0|421|3|3|[3900, 3910, 3902, 3903, 3224, 2690]|[2723, 3910, 519, 3900, 3902, 3903]|0.0|0.07078582405526779|0.0|0.08093966122619203
13311|319|10|1|515|0|190|[315, 622, 3778]|[2364, 252, 519]|0.0|0.0919264085839172|0.0|0.10169196126077572
7877|1335|10|0|421|3|3|[3900, 3910, 3902, 3903, 3224, 2690]|[2723, 3910, 519, 3900, 3902, 3903]|0.0|0.07078582405526779|0.125|0.08093966122619203
26788|319|10|1|515|0|132|[315]|[2364]|0.0|0.09331074178315785|0.0|0.10132748495191175
9574|1040|4|1|453|0|108|||0.0||0.0|
14624|615|4|1|467|0|-1|[464, 3901, 3911, 2046, 1052]|[3752, 3901, 3911]|0.0|0.0459989943141716|0.0|0.04986797973102836
10432|319|4|1|517|0|-1|[315]|[2364]|0.0|0.09331074178315785|0.0|0.10132748495191175
21906|1125|10|0|505|0|126|[2197, 112]|[2920, 875]|0.0|0.10453225268468763|0.0|0.11709863715119874
13132|843|4|2|467|0|-1|[464, 3901]|[3752, 3901]|0.0|0.04155155375910315|0.0|0.0454129067152398
30344|1111|10|2|389|0|121|[2854, 3307]|[2793, 2364]|0.05714285714285714|0.08794081303315221|0.09302325581395349|0.09583124443561011
26805|1216|4|1|536|0|144|||0.0||0.0|
22762|322|4|0|536|0|144|[2797, 3393, 1722, 1754, 2865]|[3624, 2346, 34, 2364]|0.0|0.08114985892244478|0.0|0.08843344298358208
30605|322|4|0|536|0|144|[2209, 1722, 2797, 3393, 2865]|[2209, 2346, 2364, 34]|0.0|0.0774409909835806|0.0|0.08491250256521132
28567|611|10|1|243|3|39|||0.0||0.0|
2883|319|10|1|515|0|92|[1324, 1176, 3240, 2207, 115, 1361]|[2364, 252, 519]|0.0|0.0919264085839172|0.14285714285714285|0.10169196126077572
6933|611|10|1|241|3|39|||0.0||0.0|
19632|1125|10|1|505|0|126|[178, 3625, 3512, 2872, 107, 2197]|[2920, 2346, 875]|0.0|0.09371498972670277|0.0|0.10465038912602337
6916|632|10|1|536|0|156|[1629, 3979]|[34, 3979]|0.5|0.12980958316525418|0.5|0.13223877336518947
17246|319|10|0|515|0|190|[1324, 450, 536, 3778]|[2364, 252, 519]|0.0|0.0919264085839172|0.0|0.10169196126077572
21860|611|10|1|241|3|39|||0.07692307692307693||0.07692307692307693|
4679|1125|10|0|505|0|126|[648, 112, 2197]|[3288, 875, 2920]||0.09980232274833285||0.11427020176241144
24380|1125|10|1|505|0|126|[2197]|[2920]|0.0|0.11465462315958536|0.0|0.12216983098054533
4543|1125|10|0|505|0|126|[568, 112, 794, 2197]|[3288, 875, 2920]|0.0|0.09980232274833285|0.0|0.11427020176241144
25345|1125|10|0|505|0|126|[2197, 794]|[2920, 875]|0.0|0.10453225268468763|0.0|0.11709863715119874
19042|1083|4|2|491|3|66|[1916]|[1072]|0.0|0.11046666598527113|0.0|0.12465251580925525
19152|799|10|0|503|0|122|[74, 3939]|[3056, 3939]|0.06060606060606061|0.06793825020213148|0.044444444444444446|0.08076168754188234
21723|1036|4|1|472|0|-1|[226]|[2231]|0.0|0.0838868489715227|0.0|0.09072058589984418
16409|73|10|1|421|3|3|[3224, 2690]|[2723, 519]|0.4444444444444444|0.11322906692408585|0.5555555555555556|0.1265306474706775
7461|745|10|0|489|0|38|[1668, 813, 4099, 4100]|[4099, 2012, 4100]|0.09803921568627451|0.10638028556990121|0.09433962264150944|0.1139801473757935
