itemID|brand|feature_1|feature_2|feature_3|feature_4|feature_5|categories|categories_level_2
24525|1469|10|0|-1|-1|-1|[3587, 3107, 1529, 1869]|[1480, 1677, 366]
2305|429|10|1|150|0|61|[3199, 1080, 2711, 1707]|[3752, 1677, 366, 432]
13120|771|10|2|503|0|17|[870, 3900, 1083, 411]|[275, 3900, 965]
3433|429|10|1|150|0|61|[3199, 1080, 2711, 1707]|[3752, 1677, 366, 432]
10180|429|10|1|150|0|61|[2711]|[3752]
14932|453|4|0|458|0|-1|[2718]|[2364]
30080|453|4|1|458|0|-1|[3783, 2718, 478]|[3616, 2364, 2006]
13130|453|4|0|458|0|-1|[3783, 2718, 478]|[3616, 2364, 2006]
20137|453|4|0|458|0|-1|[3783, 2718, 478]|[3616, 2364, 2006]
21707|1036|4|1|468|0|-1||
10657|993|4|0|487|0|81|[1524, 3138, 2873, 429, 1807, 2470]|[1072, 2364]
6498|661|4|1|468|0|-1||
18524|1090|10|1|511|0|0|[163]|[3860]
20289|441|4|1|507|0|108|[2091, 1391]|[298, 678]
1365|18|4|1|55|0|111|[327, 4020]|[4020, 2012]
15256|143|6|1|496|0|146|[2136]|[1072]
17048|504|10|1|441|3|39|[1881, 2708, 430]|[3616, 2364, 366]
13222|890|4|1|487|3|66|[2203, 2716]|[1072, 2793]
5608|453|4|1|458|-1|-1|[3901, 3902, 2927, 478]|[3616, 2006, 3901, 3902]
7281|453|4|2|458|-1|-1|[3901, 3902, 3910, 3911, 2927, 478]|[3616, 3910, 3911, 2006, 3901, 3902]
7737|615|4|0|377|3|175|[614]|[2793]
18291|453|4|0|458|-1|-1|[3901, 3902, 2927, 478]|[3616, 2006, 3901, 3902]
20512|829|6|1|196|3|45|[1415, 74, 4053]|[1840, 3056, 4053]
10212|453|4|0|458|-1|-1|[3901, 3902, 3910, 3911, 2927, 478]|[3616, 3910, 3911, 2006, 3901, 3902]
20677|829|6|1|196|3|45|[74, 4053]|[3056, 4053]
4797|622|4|1|484|3|66|[2473, 1010, 2176]|[1072, 2793]
25023|615|4|0|377|3|175|[614]|[2793]
30337|453|4|0|458|-1|-1|[3900, 3901, 3902, 3903, 3910, 2927, 3783, 478]|[3616, 3910, 2006, 3900, 3901, 3902, 3903]
12497|615|4|0|377|3|175|[614]|[2793]
12881|453|4|0|458|-1|-1|[3901, 3902, 3903, 3910, 2927, 3783, 478]|[3616, 3910, 2006, 3901, 3902, 3903]
6148|143|6|1|160|0|146|[2136]|[1072]
28591|143|6|1|496|0|146|[2136]|[1072]
18826|1445|3|3|-1|-1|-1|[2209, 2178, 1760, 3283, 1382]|[2209, 2762, 1682, 3283, 2231]
4231|143|6|2|496|0|146||
20448|1445|3|2|-1|-1|-1|[2315, 3469, 2209, 3283, 1529]|[1480, 2209, 3283, 1677]
18470|392|10|1|505|3|126|[2387, 1450]|[3288, 875]
9183|392|10|1|505|3|183|[2387, 3136]|[3288, 875]
21704|186|4|0|15|0|81|[545, 3700, 3915, 1474, 1032, 4167]|[2346, 3915, 2012, 4167]
26965|1040|4|1|452|0|12||
15423|186|4|0|15|0|81|[545, 3389, 3700, 3915, 1474, 1032, 4167]|[4167, 2346, 3915, 2231, 2012]
32279|1039|4|0|328|3|163|[3900, 3901, 3902]|[3900, 3901, 3902]
28514|400|4|1|316|3|45||
26077|1039|10|0|536|0|156|[300]|[34]
859|1338|4|0|119|0|42|[1980]|[1072]
9886|150|10|1|503|0|17||
32739|1040|4|1|452|0|12||
374|27|4|1|484|3|16|[2473, 779]|[1072, 2793]
24302|752|4|1|36|0|53|[3775, 4035]|[4035, 2012]
10261|1383|6|2|537|0|155||
23805|1383|6|1|537|0|155|[1356]|[34]
31674|1505|4|2|470|0|159||
23793|623|10|0|243|0|84|[1529, 3587]|[1480, 1677]
26265|484|10|0|503|0|180|[2833, 1091, 1651]|[275, 965]
31450|147|4|1|491|3|66|[1920, 4047]|[1682, 4047]
27923|1445|3|0|-1|-1|-1|[2209, 2833, 3283, 2899]|[275, 2209, 3283, 965]
4124|1142|4|1|465|3|-1|[3816, 3563, 934]|[3330, 959]
18011|433|4|2|452|0|12|[1373, 2022, 3981]|[3981, 1677, 366]
32008|1269|4|0|458|0|-1||
2633|1445|3|0|-1|-1|-1|[2209, 3897, 3283]|[2209, 2346, 3283]
10559|1445|3|0|-1|-1|-1|[2209, 3897, 3283]|[2209, 2346, 3283]
17457|1269|4|1|458|0|-1|[478, 2759]|[3616]
21770|1445|3|0|-1|-1|-1|[2209, 614, 2829, 3283]|[2209, 3283, 2793]
8805|27|4|0|487|3|16|[2203, 2716]|[1072, 2793]
6029|1445|3|0|-1|-1|-1|[2196, 2209, 614, 2829, 3283, 1244]|[3752, 2209, 3283, 2793]
7741|27|4|0|486|3|16|[1980]|[1072]
15461|27|4|1|486|3|16|[3138]|[1072]
14566|322|4|2|536|0|144|[1221]|[34]
19630|1058|4|0|102|0|144|[1402, 1849]|[3288, 875]
8061|1058|4|2|102|0|144|[1402, 1849]|[3288, 875]
10184|322|4|1|536|0|144|[1221]|[34]
656|1145|4|0|36|0|53|[3775, 4035]|[4035, 2012]
1450|716|4|0|474|-1|-1|[3900, 3901, 3902, 3903, 721, 1974, 2872, 4168]|[4168, 2346, 3900, 3901, 3902, 3903]
8980|716|4|2|531|-1|-1|[3900, 3901, 3902, 3903, 108, 3897]|[2346, 600, 3900, 3901, 3902, 3903]
16167|1162|4|0|466|0|-1|[316, 752, 2921, 3807, 3760]|[1480, 2793, 1543]
28910|1482|10|2|9|3|39||
20858|716|4|0|466|0|-1|[3900, 3901, 3902, 3903, 1619, 2081, 4169]|[4169, 1677, 432, 3900, 3901, 3902, 3903]
14212|624|6|1|481|0|15||
3159|1023|4|0|500|0|137|[2874, 879, 1085, 1578, 491]|[2928, 275, 2364, 965]
900|539|4|1|335|3|70|[1330]|[370]
24959|1291|4|0|458|0|-1|[1114, 478]|[3616, 2006]
6755|1410|4|0|491|0|66|[1807, 1711]|[1072, 686]
12754|1383|4|1|537|0|53|[2498, 2467, 480, 4005]|[2012, 2364, 4005]
16886|1410|4|0|491|0|66|[1807, 1711]|[1072, 686]
11931|239|4|1|452|0|10||
20577|257|10|1|536|0|156||
12967|622|4|1|491|3|66||
2906|1111|4|0|487|0|144|[699, 2751, 72, 1980]|[1072, 2364]
28324|1156|10|0|491|3|152|[1807]|[1072]
9214|748|10|0|504|0|17|[3604, 1041]|[2917, 1735]
24456|1383|4|1|537|3|53|[514, 1356]|[34, 2364]
31172|186|4|1|318|0|163|[30, 1060, 3268, 2104, 3937]|[3937, 1682, 1557, 1565]
21199|1126|10|0|448|0|132|[3459, 3867, 329, 3587]|[3056, 1480, 2917, 1543]
2269|1366|10|1|537|0|39|[390, 1708]|[252, 519]
21719|37|10|1|536|0|19||
968|1090|4|2|531|0|-1|[1005, 163]|[2364, 3860]
14357|1090|4|1|531|0|-1||
3015|239|4|1|452|0|10||
31661|614|10|1|503|3|122|[3502, 1920, 3948]|[3948, 1682, 3860]
18350|186|4|0|318|0|163|[30, 1070, 254, 1060, 3268, 744, 3915, 3914]|[3624, 3914, 3915, 1682, 1557, 1528, 857, 1565]
32065|829|4|1|474|0|133|[180]|[432]
16435|191|10|0|465|0|133|[3558, 2801, 247]|[432, 3330, 959]
17187|1502|10|2|503|0|17||
12478|191|10|0|465|0|133|[3558, 2801, 247]|[432, 3330, 959]
13290|219|4|1|536|0|144|[300]|[34]
18357|1316|4|2|474|0|-1||
28857|193|4|2|474|0|10|[1555, 1350]|[686]
25037|165|10|1|463|0|39|[1555]|[686]
27719|193|4|0|474|0|10|[1555, 1350]|[686]
21292|155|4|1|506|0|137||
5166|193|4|0|474|0|10|[283, 1505, 4036]|[1682, 4036, 2364]
21173|193|4|0|474|0|10|[1505, 4036]|[1682, 4036]
5205|155|4|1|506|0|137||
22691|193|4|0|462|0|10|[283, 3827, 1611]|[1825, 2364, 366]
25094|155|4|2|506|0|137|[3209, 879, 702]|[275, 965]
170|1156|10|1|328|0|121||
23824|598|4|1|486|0|66||
2069|193|4|0|462|0|10|[3827, 283, 1611]|[1825, 2364, 366]
12734|193|4|0|462|0|10|[283, 3827, 3454, 2209]|[1825, 2209, 2364, 366]
16433|1368|6|0|484|0|117|[2724, 938]|[2793]
15289|193|4|0|462|0|10|[283, 3827, 3454]|[1825, 2364, 366]
28867|193|4|0|462|0|10|[283, 3827, 3838]|[1825, 2364, 366]
2811|1368|6|0|484|0|117|[2724, 938, 1354]|[1480, 2793]
2571|1277|4|1|491|0|144|[855, 3908]|[2012, 3908]
21285|143|6|0|489|3|117|[3900, 3901, 3905, 3902, 3903, 1807, 274]|[3905, 2920, 1072, 3900, 3901, 3902, 3903]
24435|806|4|1|450|3|76|[2483, 344, 773]|[1825, 1677, 366]
2835|806|4|1|450|3|76||
19320|1222|10|0|502|0|45|[74, 2667, 3953, 2099]|[3056, 3953, 2364, 1735]
8988|610|10|1|524|0|130|[2320, 152, 3570, 2817]|[3451, 1790]
15044|610|10|0|524|0|130|[210, 152, 3570, 2817]|[3451, 1790]
23600|82|4|1|487|0|66|[2642]|[1062]
8797|577|6|0|477|0|117|[1800, 755, 3168]|[3330, 1062, 959]
5624|661|4|1|468|0|-1|[3024, 4165]|[1682, 4165]
18765|1492|4|1|491|3|66|[1920, 805, 3907, 4047, 3932]|[3907, 3932, 4047, 1682, 2364]
6419|771|10|0|503|0|90|[3900, 3901, 3902, 3903, 3910, 1091, 2790, 745]|[965, 3910, 422, 2364, 3900, 3901, 3902, 3903]
27674|150|4|0|468|0|76|[3024, 3980]|[1682, 3980]
25913|771|10|3|503|0|17|[3900, 3901, 3902, 3903, 3910, 146, 1138, 515, 745, 2790]|[965, 3910, 422, 275, 2364, 3900, 3901, 3902, 3903]
31751|34|4|1|277|3|53|[2797, 931]|[2346]
17452|298|4|1|461|3|161|[3262, 3659]|[275, 965]
29332|34|4|1|277|3|53|[2797, 931]|[2346]
67|322|6|1|536|0|46|[1440]|[34]
13125|406|10|0|503|0|9|[3424, 3704, 461]|[2364, 3189]
9255|1469|4|0|-1|-1|-1|[1715, 3981, 730]|[432, 1677, 3981]
17589|251|4|1|474|0|-1|[1481]|[2793]
7889|1004|4|3|536|0|144|[1235, 1926]|[34, 2364]
21784|219|4|1|536|0|144|[3278]|[34]
2946|219|4|1|536|0|144|[3278]|[34]
17244|406|10|0|502|0|39|[3639, 3704, 461]|[3860, 2364]
479|406|10|0|503|0|85|[1021, 3704, 461]|[2364, 422]
26824|322|4|1|536|0|144|[1221]|[34]
32400|772|10|0|522|0|132|[2790]|[422]
221|406|10|0|503|0|85|[1295, 3704, 2833, 3424]|[3189, 2364, 965]
14906|433|4|1|474|0|-1|[3109, 2119, 3320]|[1825, 2917, 1735]
21473|322|6|1|536|0|46|[1440]|[34]
22087|1232|10|0|395|0|58|[3910, 3904, 3903, 540]|[3904, 2793, 3910, 3903]
9589|1337|4|0|491|0|66|[1807]|[1072]
11613|724|4|1|507|0|-1|[2091, 130]|[298, 678]
25940|157|10|0|239|0|84|[3459, 3587]|[3056, 1480]
24679|393|10|1|536|3|156|[503, 2048]|[2364, 1677]
11889|226|4|1|487|0|66|[1608, 3903]|[1072, 3903]
21559|157|10|0|239|0|84|[3459, 3587]|[3056, 1480]
19576|127|6|1|185|3|17|[585, 3960]|[3056, 3960]
4444|127|6|0|185|3|17|[585, 3960]|[3056, 3960]
4265|813|4|1|516|0|-1|[3143, 878]|[252, 519]
32402|1144|4|1|487|0|66|[2464, 914, 547]|[1072]
1401|313|10|1|515|0|92|[1176, 732, 1361]|[252, 519]
18876|1144|4|1|487|0|66|[396]|[1072]
28146|194|10|0|509|0|39|[667, 456, 1578]|[2928, 2364, 3189]
26410|322|4|1|536|0|144||
16804|194|10|0|509|0|132|[667, 456, 1578]|[2928, 2364, 3189]
7167|433|4|2|455|0|11||
14131|257|10|1|536|0|156|[1022]|[34]
22540|1232|10|0|395|0|58|[3910, 3904, 3903, 540]|[3904, 2793, 3910, 3903]
16648|1232|10|0|395|0|58|[3910, 3904, 3903, 540]|[3904, 2793, 3910, 3903]
22140|1232|10|0|395|0|58|[3910, 3904, 3903, 540]|[3904, 2793, 3910, 3903]
23966|1232|10|0|395|0|58|[3910, 3904, 3903, 540]|[3904, 2793, 3910, 3903]
16604|77|10|1|491|0|101||
25002|768|4|1|491|0|66|[3775, 1807]|[1072, 2012]
21232|82|4|1|491|0|66|[1807]|[1072]
25696|464|4|1|489|0|66||
10386|1004|4|3|536|0|144|[1235, 1992]|[34, 2364]
17276|127|4|1|401|3|44|[3051, 169, 1879, 2612, 3668, 2547, 3047, 2738, 3514, 2259]|[1559]
6882|430|10|1|421|0|3|[2580, 167, 1697, 2690, 2700]|[3624, 2723, 2364, 519]
31869|322|4|1|536|0|144|[1221]|[34]
4621|618|4|0|107|0|16|[3213, 3138]|[1072, 2364]
30207|237|4|1|491|3|66|[2658, 274, 505, 91]|[2920, 2364, 2109]
7054|618|4|0|107|0|16|[3213, 3138]|[1072, 2364]
10598|791|10|0|514|0|189|[2197, 3713, 450, 1801]|[2920, 2364, 252, 519]
17819|322|6|1|536|0|46|[3810]|[34]
9713|1004|4|3|536|0|144|[1235, 1222]|[34, 2364]
19479|1156|1|1|84|0|121||
4226|1156|4|1|487|0|66||
22280|1127|10|0|406|0|0|[1760, 1818]|[2793, 2762]
8337|1127|10|0|406|0|0|[30, 1760, 3268, 2490]|[2762, 1682, 1557]
23580|157|10|3|503|0|43|[1792, 2947, 3981]|[3981, 1677, 366]
18852|1004|4|3|536|0|144|[1235, 968]|[34, 2364]
9284|157|10|3|503|0|43|[3639]|[3860]
1099|1058|4|1|491|0|66|[1807]|[1072]
14533|4|4|1|453|0|108||
31080|143|6|1|282|0|146||
30901|451|4|1|491|0|66||
6618|174|4|1|453|3|108||
14406|632|4|0|536|3|144|[3810, 3979]|[34, 3979]
6120|451|4|1|491|0|66||
7925|322|4|0|536|0|144||
25556|1435|4|1|95|0|44|[3986, 3910, 1463]|[1072, 3986, 3910]
18926|1435|4|1|95|0|44|[3986, 3910, 3911, 1463]|[1072, 3986, 3910, 3911]
23852|1435|4|1|95|0|44|[3986, 3910, 1463]|[1072, 3986, 3910]
31658|1435|4|0|95|0|44|[3986, 3910, 1463]|[1072, 3986, 3910]
12708|325|4|1|137|0|16|[2951]|[1072]
10478|1156|4|1|487|0|66||
15266|221|10|2|503|3|17|[2833, 1229, 411]|[275, 965]
27577|221|10|1|503|3|17||
3828|322|6|1|536|0|46||
1714|1411|4|0|404|0|44|[2612, 169, 2332, 1879, 3901]|[3901, 1559]
16244|1411|4|0|404|0|44|[2612, 169, 2332, 1879, 3901]|[3901, 1559]
32170|1411|4|1|404|0|44|[2612, 169, 2332, 1879, 3901]|[3901, 1559]
29472|386|10|1|502|0|39|[3486, 3851, 674, 1578, 1085]|[2928, 2364]
30479|1058|4|0|491|0|175|[3900, 3901, 3905, 3902, 3903, 2252]|[3905, 2723, 3900, 3901, 3902, 3903]
3556|157|4|1|452|0|12||
2997|806|4|0|453|3|108|[1373, 2022, 2754]|[1825, 1677, 366]
32428|1368|10|0|503|3|122|[1772, 3968, 4056, 4172]|[3968, 1682, 4172, 4056]
28426|782|6|1|506|0|5|[3755, 1889, 3916]|[275, 3916, 965]
16896|617|10|2|536|3|156|[961, 3460, 1454]|[34, 2364]
10210|158|4|1|453|0|169||
14292|322|6|1|536|0|46|[3810]|[34]
14930|157|4|0|451|0|162|[344, 539]|[1825, 1677]
25581|617|10|1|536|3|156|[961, 3460, 1454]|[34, 2364]
6125|782|10|3|503|0|17|[1091, 2325, 3916]|[275, 3916, 965]
1482|782|10|0|504|0|17|[3604, 1255, 3263, 926]|[1480, 1735, 2917, 3263]
9639|221|10|1|502|3|185|[3262, 2287, 3090]|[275, 965]
17373|1265|9|0|514|0|-1|[1870, 1098, 555]|[2364, 252, 519]
31229|322|6|1|536|0|46|[3810]|[34]
26449|392|10|0|505|0|126|[3017, 718]|[3288, 875]
24981|392|10|0|505|0|126|[3639]|[3860]
14933|791|10|1|503|0|180|[2833, 1950, 3916]|[275, 3916, 965]
1113|748|10|1|504|0|17|[3604, 2796, 3916]|[3916, 2917, 1735]
10965|225|4|1|277|0|44|[2797, 931, 2865]|[2346]
25713|791|10|2|503|0|180|[2459, 2197]|[1840, 2920]
26825|392|10|1|505|0|126|[568, 718]|[3288, 875]
3543|748|6|0|531|0|-1|[308, 2519, 3688, 2345, 3436, 1694, 1472, 2422]|[600, 3852]
9644|157|4|1|451|0|162||
25189|120|10|0|509|3|9|[667, 1896]|[2364, 3189]
26855|672|10|1|536|0|147|[30, 1984]|[1682, 34]
19020|1049|6|1|503|3|122|[2995]|[3189]
31864|1049|6|2|200|3|122|[2995]|[3189]
17753|135|4|0|491|3|175|[1807]|[1072]
10494|1049|6|1|503|3|122|[2995]|[3189]
31060|617|4|1|148|3|1|[274, 2402, 1454, 1066]|[2920, 2346, 34]
28427|845|4|1|432|0|159|[2097, 1348]|[3330, 959]
25529|617|4|1|148|3|1|[274, 1454, 189]|[2920, 34, 1072]
25584|280|4|1|486|0|53|[1980]|[1072]
13925|322|4|3|536|0|144||
3835|1058|6|0|497|0|13|[2035, 3918, 3992, 3625, 862]|[3992, 2346, 3918]
26746|280|4|0|487|0|53|[2470, 2848]|[1072]
25664|1207|10|1|536|0|95|[921]|[34]
14050|322|6|1|536|0|46|[1440]|[34]
32641|378|10|3|419|3|6|[3224, 2580, 701]|[2723, 519]
11416|267|4|1|514|0|187|[2732, 1449, 1383, 2258]|[252, 519]
13878|225|4|1|277|0|44|[2797, 931]|[2346]
28625|157|10|0|239|0|84|[3107, 3587]|[1480, 366]
15316|18|4|1|334|0|44|[1711, 1371, 2919]|[2364, 686]
13908|18|4|1|334|0|44|[1711, 1371, 2919]|[2364, 686]
3492|1500|6|0|498|0|13|[3267]|[2793]
28064|392|10|1|505|0|126|[2636, 718]|[3288, 875]
19393|899|10|1|511|3|101|[163]|[3860]
23819|246|4|1|467|0|-1|[3005, 3981]|[3981, 366]
30859|782|4|0|487|0|66|[3745, 2261, 1402, 1849]|[3288, 875, 2364]
32130|1055|1|0|504|0|-1|[3900, 3901, 3902, 3903, 3910, 2382, 565, 3913, 3976]|[2917, 3910, 1735, 3976, 3913, 3900, 3901, 3902, 3903]
10581|1055|1|2|504|0|-1|[3900, 3901, 3902, 3903, 3910, 3109, 3583]|[2917, 3910, 1735, 3900, 3901, 3902, 3903]
3332|782|10|1|505|0|126|[137, 2261, 1402, 1387]|[3288, 875, 2364]
22768|1055|4|0|472|0|-1|[3900, 3901, 3902, 3903, 3910, 3005, 3864]|[3616, 3910, 366, 3900, 3901, 3902, 3903]
31967|1023|10|3|502|0|45|[1492, 1085, 1578, 3916]|[2928, 2364, 3916]
31796|186|4|0|319|3|16|[30, 3268]|[1682, 1557]
14683|1055|4|2|472|0|-1|[3900, 3901, 3902, 3903, 3910, 3005, 466]|[3616, 3910, 366, 3900, 3901, 3902, 3903]
1048|1055|4|0|472|0|-1|[3900, 3901, 3902, 3903, 3910, 3109, 1741]|[2917, 3910, 1735, 3900, 3901, 3902, 3903]
22240|451|4|1|491|0|66||
25477|1232|6|0|496|0|146|[2136, 248]|[1072, 686]
30410|150|4|1|474|0|-1||
17271|1232|6|0|34|0|146|[2136]|[1072]
15563|1232|6|0|496|3|146|[2136, 1195]|[1072, 2793]
19655|737|10|1|536|3|156||
29766|18|4|0|334|0|44|[1711, 1371, 2919]|[2364, 686]
21937|18|4|0|334|0|44|[1711, 1371, 2919]|[2364, 686]
21434|18|4|0|334|0|44|[1711, 1371, 2919]|[2364, 686]
31942|322|4|2|536|0|144||
8707|1201|6|3|190|0|84|[922, 2731, 2226, 3457]|[298, 2917, 678, 2231]
20686|1201|6|2|190|0|84|[922]|[2917]
1400|157|10|0|502|0|43|[3639]|[3860]
658|1004|4|3|536|0|144|[1235, 487]|[34, 2364]
21140|782|10|1|505|0|126|[568, 1192, 794, 3916]|[3288, 875, 2364, 3916]
13254|1023|10|0|503|0|17|[2042, 870, 1085, 1578, 1083, 1238]|[2928, 275, 2364, 965]
22809|1004|4|3|536|0|144|[1235, 567]|[34, 2364]
7142|782|10|2|503|0|90|[65, 137, 2387, 955, 648, 2636, 3017, 2659, 3784, 3916]|[3288, 875, 2364, 3916]
14352|782|10|1|503|0|186|[3017, 2069, 1132, 3916]|[3288, 875, 2364, 3916]
6794|782|10|1|503|0|186|[3017, 2069, 2477, 1132, 3784, 3916]|[3288, 875, 2364, 3916]
18536|1232|6|0|332|0|146|[2136, 531]|[1072, 2231]
2768|926|6|1|509|0|-1|[667]|[3189]
19308|4|4|1|465|0|65||
18251|615|4|0|487|3|16|[2464]|[1072]
26542|207|4|0|291|0|44|[30, 1060, 3268, 2104, 3935, 3937]|[3937, 1682, 1557, 1565, 3935]
166|438|10|1|503|3|85|[1091, 3424]|[3189, 965]
21403|236|4|1|361|0|88|[3185]|[2793]
15206|81|10|1|192|0|96||
8708|322|6|1|536|0|46|[3810]|[34]
2546|853|4|0|469|0|51|[407, 2126, 2501]|[336, 1677, 366]
3105|150|10|1|503|0|9|[1505, 3907, 3948]|[1682, 3907, 3948]
13293|615|4|1|486|0|66|[274, 1541, 1980]|[2920, 1072, 2364]
20595|615|4|0|486|0|66|[2658, 274, 1541, 1980, 941]|[2920, 3624, 1072, 2364, 2109]
25473|389|4|2|504|0|-1|[2386, 934]|[3330, 959]
25663|207|4|0|291|0|44|[30, 1060, 3268, 2104, 3935, 3937]|[3937, 1682, 1557, 1565, 3935]
12525|365|4|1|487|3|13||
4318|1401|4|0|97|3|44|[2473, 994, 779]|[1072, 2793]
30324|1401|4|0|97|3|44|[2473, 994, 779]|[1072, 2793]
1292|660|6|1|216|0|17|[2005, 1000, 4117]|[3056, 4117, 1559]
28408|1401|4|0|97|3|44|[2473, 994, 779]|[1072, 2793]
1943|1401|4|0|97|3|44|[779]|[2793]
30676|827|10|0|377|0|39|[1551, 2829, 614, 3915]|[3624, 2793, 3915]
13806|1401|4|0|97|3|44|[2473, 779]|[1072, 2793]
19168|1401|4|0|97|3|44|[2473, 779]|[1072, 2793]
20400|1368|4|3|467|0|-1|[464, 521, 95, 590, 2046, 1536]|[3752]
10504|1368|4|0|466|0|-1|[316]|[1543]
15898|1368|4|1|466|0|-1|[316, 2788]|[2793, 1543]
18716|388|6|0|486|0|128|[188]|[1072]
3704|411|10|1|525|3|39|[2079]|[3504]
7249|411|10|1|525|3|39|[2620]|[3504]
11296|455|4|1|432|0|159||
13773|1047|6|0|489|0|-1|[327, 4028, 3920]|[3920, 4028, 2012]
24841|782|10|2|522|0|17|[1429, 2790]|[2364, 422]
3490|1162|4|0|474|0|-1|[2011, 1173, 399, 3890]|[1840, 3616, 2011, 366]
9212|107|10|1|503|0|101||
15001|782|10|1|522|0|17|[1429, 2790]|[2364, 422]
1322|827|10|0|377|0|39|[777, 2879, 3185, 2071, 3324, 3915, 1763]|[1763, 3624, 2793, 3915, 1840, 2231]
810|1023|10|0|503|0|17|[1492, 1091, 1085, 1578, 1083, 2325]|[2928, 275, 2364, 965]
12109|782|10|1|503|0|17|[1429, 2790]|[2364, 422]
21740|782|10|0|503|0|17|[1429, 3817]|[2364, 422]
2974|1023|10|0|503|0|17|[1492, 1091, 3670, 1085, 1578, 1083, 2325]|[965, 2928, 275, 2231, 2364]
30996|933|10|1|502|0|45|[3900, 3901, 3902, 3903, 2032, 3779, 3262]|[965, 275, 3900, 3901, 3902, 3903]
23302|1325|4|1|466|0|-1|[63]|[686]
20612|1368|4|0|468|0|76|[3399, 1537, 4175, 4056, 4055, 4057]|[4175, 754, 4055, 4056, 2231, 4057]
7199|361|10|0|510|0|85|[2624, 3259, 928, 1325, 1064, 3915, 3914]|[3617, 2346, 3915, 3914, 2231]
31565|554|4|1|458|0|-1||
29826|1368|10|0|448|0|39|[1212, 1946, 562, 3625, 1701]|[3288, 2346, 2364]
11272|824|4|1|521|0|-1|[178, 3625]|[2346]
21162|124|4|1|521|0|-1||
26547|1335|6|0|421|3|7|[3224, 463]|[2723, 519]
13706|782|10|3|504|0|17|[3604, 926, 3916]|[3916, 2917, 1735]
24349|1335|10|1|421|3|3|[3224, 2690, 2700]|[2723, 519]
18402|363|6|1|487|3|117|[2724]|[2793]
15099|1438|10|1|525|0|101|[3613]|[3613]
15637|1305|10|1|421|0|1|[1991, 759]|[3624]
2043|150|10|1|503|0|45||
31268|1305|4|1|458|0|-1|[1114, 478]|[3616, 2006]
30837|20|10|1|62|3|141|[1055, 3927]|[2012, 3927]
10266|1368|10|0|528|0|132|[1212, 85, 3002, 2270, 1185, 1913, 1701]|[1559, 2346, 2231, 3288, 2364]
11487|1065|4|1|536|3|144|[1920, 4114]|[1682, 4114]
12457|1222|10|0|502|0|43|[2667, 2624, 3259, 1064]|[3617, 2346, 2364]
28129|1065|4|0|536|3|144|[1920, 1760, 4114]|[2762, 1682, 4114]
12217|580|10|0|525|0|83|[2620]|[3504]
13423|1338|4|0|122|0|151|[1980]|[1072]
65|147|4|0|491|0|144|[2973, 227, 743]|[252, 519]
3796|672|10|1|536|0|156|[300]|[34]
2100|783|10|1|503|3|90|[3424]|[3189]
5784|1349|4|1|491|0|66||
24174|285|4|1|491|0|21|[1807]|[1072]
9534|824|4|0|521|0|-1|[178, 3625]|[2346]
838|366|6|0|497|0|-1|[1591, 155, 891]|[3330, 2364, 959]
29710|748|10|0|508|0|8|[3639, 3688, 2961]|[600, 3860, 2364]
4850|322|6|2|536|0|46||
19852|888|4|0|76|0|53|[1158, 855, 480, 1390, 3281, 3952]|[2762, 2346, 3952, 2364, 2012]
16680|888|4|0|76|0|53|[1158, 777, 855, 480, 2890, 1390, 3915, 3281, 3914, 3952]|[2762, 3915, 2346, 3914, 1840, 3952, 2364, 2838, 2012]
8532|1222|10|0|502|0|43|[2667, 2624, 3653, 3259, 1064]|[3617, 2346, 2364]
10637|132|4|0|432|0|-1|[3548, 2851, 2578]|[3330, 959]
15026|1237|10|1|485|3|156|[189, 975]|[1072]
15368|888|4|0|76|0|53|[1158, 855, 480, 2890, 1390, 3915, 3281, 3914, 3952]|[2762, 3915, 2346, 3914, 3952, 2364, 2838, 2012]
24047|1237|10|1|484|3|156|[975]|[1072]
30169|132|4|0|432|0|-1|[3548, 2851, 2578]|[3330, 959]
29964|1023|6|1|500|0|137|[2874, 3229, 879, 1857]|[275, 2364, 965]
9676|247|4|2|432|0|159||
30547|632|10|1|536|3|156|[1629, 3979]|[34, 3979]
30830|1023|6|1|500|0|137|[2874, 3229, 879, 1857]|[275, 2364, 965]
15048|194|6|0|506|3|17|[2463, 3755, 3644, 1889, 767]|[275, 2364, 965, 2231]
9929|110|4|0|282|3|117|[218]|[2006]
23787|493|6|1|491|0|117|[855, 3920]|[3920, 2012]
31464|627|4|1|452|0|12||
18816|1040|4|0|510|0|-1||
31590|8|4|1|453|0|166||
24329|206|10|1|503|0|162||
12361|1145|4|1|491|3|154|[1560, 146, 1138]|[275, 3860, 965]
8006|632|4|0|536|0|144|[1629, 3979]|[34, 3979]
5462|48|6|1|503|0|45||
31166|1090|10|1|531|0|0|[163]|[3860]
15565|389|4|1|521|0|-1|[394, 974]|[2346]
1857|632|10|0|536|3|156|[1629, 3979]|[34, 3979]
1989|365|4|0|430|0|148|[712, 3820]|[2346]
29487|564|6|0|328|0|146|[2256, 3042, 2136]|[1072, 370]
8487|1010|10|0|503|0|17|[2995, 3782, 1748]|[2364, 3189]
23091|68|10|0|511|0|0|[163]|[3860]
29285|206|10|1|511|0|77|[2593]|[3860]
21283|1180|4|0|484|3|81|[3900, 3901, 3905, 3902, 3903, 2473, 994, 779]|[3905, 2793, 1072, 3900, 3901, 3902, 3903]
